config_id,direction,population,n,mean,mean_absolute,median,minimum,maximum,sign_fraction,above_tau_fraction,retained,classification,ci_low,ci_high,source,site,kind,receiver,channel,panel,control_of,mean_restore,retained_restore,mean_additional69,retained_additional69,I_over_full_gap,J_over_full_gap
641:colon:head:695:KV,noise,all89,89,-0.2737625689988726,0.2737625689988726,-0.233062744140625,-1.0860595703125,-0.00537109375,1.0,0.8876404494382022,True,coherent,-0.3135355297099338,-0.2367706868085968,641,colon,head,695,KV,P3,,-0.2551307196027777,True,-0.2781231161476909,True,-0.02450772912545311,-0.02283977166956143
641:colon:head:695:V,noise,all89,89,-0.2752469737878006,0.2752469737878006,-0.233642578125,-1.131103515625,-0.0068359375,1.0,0.8764044943820225,True,coherent,-0.3162142369184601,-0.2375312664535608,641,colon,head,695,V,P3,,-0.2661324163501182,True,-0.2773546135943869,True,-0.024640615774685726,-0.023824663814569425
641:colon:head:817:KV,noise,all89,89,-0.1565733330973078,0.1566227098529258,-0.1395263671875,-0.355377197265625,0.002197265625,0.9887640449438202,0.7303370786516854,True,coherent,-0.1753577476137139,-0.138085303413734,641,colon,head,817,KV,P3,,-0.1612118924601694,True,-0.1586993466252866,True,-0.014016733002801289,-0.014431985375735494
641:colon:head:870:Q,noise,all89,89,-0.2363078728150785,0.2393267235059416,-0.2227249145507812,-0.895751953125,0.047332763671875,0.898876404494382,0.7415730337078652,True,coherent,-0.2741627970438325,-0.1989210185040249,641,colon,head,870,Q,P3,,-0.2226868479439381,True,-0.2440596594326738,True,-0.02115471577558077,-0.019935336555208447
641:colon:head:978:Q,noise,all89,89,-0.1188274822878033,0.120729173167368,-0.08740234375,-0.6804161071777344,0.034942626953125,0.9438202247191012,0.4269662921348314,True,coherent,-0.14519869772236,-0.0950915938013055,641,colon,head,978,Q,P3,,-0.1491988964295119,True,-0.1214221525883329,True,-0.010637654954870962,-0.013356559857261089
751:colon:head:870:Q,noise,all89,89,-0.2067093742027711,0.2092517734913344,-0.1986083984375,-0.5927886962890625,0.03912353515625,0.9101123595505618,0.7303370786516854,True,coherent,-0.2374763038720977,-0.1755039863372117,751,colon,head,870,Q,P3,,-0.2012999673907676,True,-0.2107537933017896,True,-0.018505003694184,-0.018020743638608217
751:colon:head:978:Q,noise,all89,89,-0.2020779459663991,0.2020779459663991,-0.201507568359375,-0.6471729278564453,-0.000244140625,1.0,0.7191011235955056,True,coherent,-0.229899915952361,-0.1755347747481271,751,colon,head,978,Q,P3,,-0.2441836796449811,True,-0.1983164842577948,True,-0.01809038971282029,-0.021859772500966924
787:colon:bypass:31:,noise,all89,89,0.1654425149553277,0.1676565716775615,0.1524200439453125,-0.0894923210144043,0.5081787109375,0.9550561797752808,0.7865168539325843,True,coherent,0.1452617430954836,0.1861423262049642,787,colon,bypass,31,,coverage_route,,0.165379524230957,True,0.1595187187194824,True,0.014810718489332974,0.01480507944373248
817:colon:bypass:31:,noise,all89,89,0.2386437694678146,0.2386437694678146,0.210662841796875,0.0,0.7144775390625,0.9775280898876404,0.9213483146067416,True,coherent,0.214395474182086,0.2643432542179407,817,colon,bypass,31,,P3,,0.2363591997810963,True,0.2429884965868963,True,0.02136382954390804,0.021159310660062585
817:colon:head:870:Q,noise,all89,89,0.3020533122373431,0.3029311212261071,0.3286705017089844,-0.01519775390625,0.721282958984375,0.9438202247191012,0.8089887640449438,True,coherent,0.2610429099436556,0.3423594448003876,817,colon,head,870,Q,P3,,0.2885626085688559,True,0.2994484072146208,True,0.027040368538436683,0.02583265591202426
817:colon:head:978:Q,noise,all89,89,0.2169157735417398,0.2170035544406162,0.19720458984375,-0.00390625,0.5714111328125,0.9887640449438202,0.7640449438202247,True,coherent,0.1888519755909951,0.2456021776360071,817,colon,head,978,Q,P3,,0.256579693783535,True,0.2161068017931952,True,0.019418699351192094,0.022969486505529095
