head,benchmark,condition,metric,mean,events,trials,trial_sd,positive_trial_fraction,trial_min,trial_max
L16H1,key_value_retrieval,correct_copy_events,output_gold_minus_others,0.019895172361430014,32,32,0.0612752113432942,0.59375,-0.0856834426522255,0.16954809427261353
L16H1,key_value_retrieval,correct_copy_events,model_correct,1.0,32,32,0.0,1.0,1.0,1.0
L16H16,key_value_retrieval,all_probes,source_attention,0.059808354009874165,32,32,0.03800626011014065,1.0,0.005260059610009193,0.18456147611141205
L16H16,key_value_retrieval,all_probes,source_argmax,0.0,32,32,0.0,0.0,0.0,0.0
L16H16,key_value_retrieval,all_probes,self_attention,0.017895361786941066,32,32,0.006994988745801176,1.0,0.008577415719628334,0.03534192964434624
L16H16,key_value_retrieval,all_probes,previous_attention,0.01105475339863915,32,32,0.005767750065489048,1.0,0.004126638174057007,0.032880060374736786
L16H16,key_value_retrieval,all_probes,output_gold_minus_others,-0.0035240139040979557,32,32,0.021237987195976107,0.4375,-0.05160369724035263,0.029891841113567352
L16H16,key_value_retrieval,all_probes,model_correct,1.0,32,32,0.0,1.0,1.0,1.0
L16H16,key_value_retrieval,correct_copy_events,source_attention,0.059808354009874165,32,32,0.03800626011014065,1.0,0.005260059610009193,0.18456147611141205
L16H16,key_value_retrieval,correct_copy_events,source_argmax,0.0,32,32,0.0,0.0,0.0,0.0
L16H16,key_value_retrieval,correct_copy_events,self_attention,0.017895361786941066,32,32,0.006994988745801176,1.0,0.008577415719628334,0.03534192964434624
L16H16,key_value_retrieval,correct_copy_events,previous_attention,0.01105475339863915,32,32,0.005767750065489048,1.0,0.004126638174057007,0.032880060374736786
L16H16,key_value_retrieval,correct_copy_events,output_gold_minus_others,-0.0035240139040979557,32,32,0.021237987195976107,0.4375,-0.05160369724035263,0.029891841113567352
L16H16,key_value_retrieval,correct_copy_events,model_correct,1.0,32,32,0.0,1.0,1.0,1.0
L16H31,key_value_retrieval,all_probes,source_attention,0.04810162339708768,32,32,0.030085340557640124,1.0,0.004408158361911774,0.14147037267684937
L16H31,key_value_retrieval,all_probes,source_argmax,0.0,32,32,0.0,0.0,0.0,0.0
L16H31,key_value_retrieval,all_probes,self_attention,0.10797210037708282,32,32,0.04761324328786961,1.0,0.02650461718440056,0.28029054403305054
L16H31,key_value_retrieval,all_probes,previous_attention,0.0115961760020582,32,32,0.005142726218447593,1.0,0.0036642877385020256,0.02758045494556427
L16H31,key_value_retrieval,all_probes,output_gold_minus_others,-0.00822639304533368,32,32,0.03627880859529696,0.46875,-0.12481918185949326,0.06250123679637909
L16H31,key_value_retrieval,all_probes,model_correct,1.0,32,32,0.0,1.0,1.0,1.0
L16H31,key_value_retrieval,correct_copy_events,source_attention,0.04810162339708768,32,32,0.030085340557640124,1.0,0.004408158361911774,0.14147037267684937
L16H31,key_value_retrieval,correct_copy_events,source_argmax,0.0,32,32,0.0,0.0,0.0,0.0
L16H31,key_value_retrieval,correct_copy_events,self_attention,0.10797210037708282,32,32,0.04761324328786961,1.0,0.02650461718440056,0.28029054403305054
L16H31,key_value_retrieval,correct_copy_events,previous_attention,0.0115961760020582,32,32,0.005142726218447593,1.0,0.0036642877385020256,0.02758045494556427
L16H31,key_value_retrieval,correct_copy_events,output_gold_minus_others,-0.00822639304533368,32,32,0.03627880859529696,0.46875,-0.12481918185949326,0.06250123679637909
L16H31,key_value_retrieval,correct_copy_events,model_correct,1.0,32,32,0.0,1.0,1.0,1.0
L17H5,key_value_retrieval,all_probes,source_attention,0.024734413455007598,32,32,0.020870201015901577,1.0,0.004830703139305115,0.08892108500003815
L17H5,key_value_retrieval,all_probes,source_argmax,0.0,32,32,0.0,0.0,0.0,0.0
L17H5,key_value_retrieval,all_probes,self_attention,0.014857738569844514,32,32,0.007944517747250248,1.0,0.004851385951042175,0.037439145147800446
L17H5,key_value_retrieval,all_probes,previous_attention,0.00280007745277544,32,32,0.0019688357548096865,1.0,0.0007960667717270553,0.009927349165081978
L17H5,key_value_retrieval,all_probes,output_gold_minus_others,-0.0035548519517760724,32,32,0.02193449080988638,0.46875,-0.06101061403751373,0.03160451352596283
L17H5,key_value_retrieval,all_probes,model_correct,1.0,32,32,0.0,1.0,1.0,1.0
L17H5,key_value_retrieval,correct_copy_events,source_attention,0.024734413455007598,32,32,0.020870201015901577,1.0,0.004830703139305115,0.08892108500003815
L17H5,key_value_retrieval,correct_copy_events,source_argmax,0.0,32,32,0.0,0.0,0.0,0.0
L17H5,key_value_retrieval,correct_copy_events,self_attention,0.014857738569844514,32,32,0.007944517747250248,1.0,0.004851385951042175,0.037439145147800446
L17H5,key_value_retrieval,correct_copy_events,previous_attention,0.00280007745277544,32,32,0.0019688357548096865,1.0,0.0007960667717270553,0.009927349165081978
L17H5,key_value_retrieval,correct_copy_events,output_gold_minus_others,-0.0035548519517760724,32,32,0.02193449080988638,0.46875,-0.06101061403751373,0.03160451352596283
L17H5,key_value_retrieval,correct_copy_events,model_correct,1.0,32,32,0.0,1.0,1.0,1.0
L18H5,key_value_retrieval,all_probes,source_attention,0.03637837542191846,32,32,0.05241750107439733,1.0,0.002003321424126625,0.27717575430870056
L18H5,key_value_retrieval,all_probes,source_argmax,0.03125,32,32,0.1767766952966369,0.03125,0.0,1.0
L18H5,key_value_retrieval,all_probes,self_attention,0.06502957263728604,32,32,0.04341755007315602,1.0,0.009060612879693508,0.1773005872964859
L18H5,key_value_retrieval,all_probes,previous_attention,0.010335038874472957,32,32,0.006246387747770507,1.0,0.0022476264275610447,0.029476433992385864
L18H5,key_value_retrieval,all_probes,output_gold_minus_others,-0.011904175975359976,32,32,0.023637681443049553,0.3125,-0.05899779126048088,0.04911867529153824
L18H5,key_value_retrieval,all_probes,model_correct,1.0,32,32,0.0,1.0,1.0,1.0
L18H5,key_value_retrieval,correct_copy_events,source_attention,0.03637837542191846,32,32,0.05241750107439733,1.0,0.002003321424126625,0.27717575430870056
L18H5,key_value_retrieval,correct_copy_events,source_argmax,0.03125,32,32,0.1767766952966369,0.03125,0.0,1.0
L18H5,key_value_retrieval,correct_copy_events,self_attention,0.06502957263728604,32,32,0.04341755007315602,1.0,0.009060612879693508,0.1773005872964859
L18H5,key_value_retrieval,correct_copy_events,previous_attention,0.010335038874472957,32,32,0.006246387747770507,1.0,0.0022476264275610447,0.029476433992385864
L18H5,key_value_retrieval,correct_copy_events,output_gold_minus_others,-0.011904175975359976,32,32,0.023637681443049553,0.3125,-0.05899779126048088,0.04911867529153824
L18H5,key_value_retrieval,correct_copy_events,model_correct,1.0,32,32,0.0,1.0,1.0,1.0
L18H19,key_value_retrieval,all_probes,source_attention,0.15548322576796636,32,32,0.10691106436003137,1.0,0.021659469231963158,0.4685957431793213
L18H19,key_value_retrieval,all_probes,source_argmax,0.1875,32,32,0.39655776945626603,0.1875,0.0,1.0
L18H19,key_value_retrieval,all_probes,self_attention,0.1229699645191431,32,32,0.12947151234296908,1.0,0.01469448208808899,0.7461980581283569
L18H19,key_value_retrieval,all_probes,previous_attention,0.0049239043073612265,32,32,0.004094588142340636,1.0,0.0005875269998796284,0.014618190936744213
L18H19,key_value_retrieval,all_probes,output_gold_minus_others,0.06965267642226536,32,32,0.08369953119248556,0.875,-0.13393929600715637,0.2535751461982727
L18H19,key_value_retrieval,all_probes,model_correct,1.0,32,32,0.0,1.0,1.0,1.0
L18H19,key_value_retrieval,correct_copy_events,source_attention,0.15548322576796636,32,32,0.10691106436003137,1.0,0.021659469231963158,0.4685957431793213
L18H19,key_value_retrieval,correct_copy_events,source_argmax,0.1875,32,32,0.39655776945626603,0.1875,0.0,1.0
L18H19,key_value_retrieval,correct_copy_events,self_attention,0.1229699645191431,32,32,0.12947151234296908,1.0,0.01469448208808899,0.7461980581283569
L18H19,key_value_retrieval,correct_copy_events,previous_attention,0.0049239043073612265,32,32,0.004094588142340636,1.0,0.0005875269998796284,0.014618190936744213
L18H19,key_value_retrieval,correct_copy_events,output_gold_minus_others,0.06965267642226536,32,32,0.08369953119248556,0.875,-0.13393929600715637,0.2535751461982727
L18H19,key_value_retrieval,correct_copy_events,model_correct,1.0,32,32,0.0,1.0,1.0,1.0
L19H16,key_value_retrieval,all_probes,source_attention,0.552892169682309,32,32,0.2102914776284279,1.0,0.0821121409535408,0.912220299243927
L19H16,key_value_retrieval,all_probes,source_argmax,0.96875,32,32,0.1767766952966369,0.96875,0.0,1.0
L19H16,key_value_retrieval,all_probes,self_attention,0.014686264396004844,32,32,0.010953700394393388,1.0,0.0013566394336521626,0.039824891835451126
L19H16,key_value_retrieval,all_probes,previous_attention,0.000492614274008929,32,32,0.0004642124884283303,1.0,1.0607557669572998e-05,0.0019935606978833675
L19H16,key_value_retrieval,all_probes,output_gold_minus_others,-0.24157259502680972,32,32,0.15243694311660158,0.03125,-0.5060091614723206,0.03547140583395958
L19H16,key_value_retrieval,all_probes,model_correct,1.0,32,32,0.0,1.0,1.0,1.0
L19H16,key_value_retrieval,correct_copy_events,source_attention,0.552892169682309,32,32,0.2102914776284279,1.0,0.0821121409535408,0.912220299243927
L19H16,key_value_retrieval,correct_copy_events,source_argmax,0.96875,32,32,0.1767766952966369,0.96875,0.0,1.0
L19H16,key_value_retrieval,correct_copy_events,self_attention,0.014686264396004844,32,32,0.010953700394393388,1.0,0.0013566394336521626,0.039824891835451126
L19H16,key_value_retrieval,correct_copy_events,previous_attention,0.000492614274008929,32,32,0.0004642124884283303,1.0,1.0607557669572998e-05,0.0019935606978833675
L19H16,key_value_retrieval,correct_copy_events,output_gold_minus_others,-0.24157259502680972,32,32,0.15243694311660158,0.03125,-0.5060091614723206,0.03547140583395958
L19H16,key_value_retrieval,correct_copy_events,model_correct,1.0,32,32,0.0,1.0,1.0,1.0
L20H1,key_value_retrieval,all_probes,source_attention,0.024793720593152102,32,32,0.023956072344301856,1.0,0.003868409199640155,0.10507534444332123
L20H1,key_value_retrieval,all_probes,source_argmax,0.0,32,32,0.0,0.0,0.0,0.0
L20H1,key_value_retrieval,all_probes,self_attention,0.10841082246042788,32,32,0.0546655334698021,1.0,0.04162992164492607,0.23926272988319397
L20H1,key_value_retrieval,all_probes,previous_attention,0.005743775031078258,32,32,0.0030608992030017675,1.0,0.0009542845073156059,0.013092243112623692
L20H1,key_value_retrieval,all_probes,output_gold_minus_others,-0.008598705007898388,32,32,0.08722113326509569,0.40625,-0.1389155089855194,0.2141464203596115
L20H1,key_value_retrieval,all_probes,model_correct,1.0,32,32,0.0,1.0,1.0,1.0
L20H1,key_value_retrieval,correct_copy_events,source_attention,0.024793720593152102,32,32,0.023956072344301856,1.0,0.003868409199640155,0.10507534444332123
L20H1,key_value_retrieval,correct_copy_events,source_argmax,0.0,32,32,0.0,0.0,0.0,0.0
L20H1,key_value_retrieval,correct_copy_events,self_attention,0.10841082246042788,32,32,0.0546655334698021,1.0,0.04162992164492607,0.23926272988319397
L20H1,key_value_retrieval,correct_copy_events,previous_attention,0.005743775031078258,32,32,0.0030608992030017675,1.0,0.0009542845073156059,0.013092243112623692
L20H1,key_value_retrieval,correct_copy_events,output_gold_minus_others,-0.008598705007898388,32,32,0.08722113326509569,0.40625,-0.1389155089855194,0.2141464203596115
L20H1,key_value_retrieval,correct_copy_events,model_correct,1.0,32,32,0.0,1.0,1.0,1.0
L21H6,key_value_retrieval,all_probes,source_attention,0.11844528430083301,32,32,0.1354518287086875,1.0,0.007734974380582571,0.6628053784370422
L21H6,key_value_retrieval,all_probes,source_argmax,0.09375,32,32,0.29614458108029906,0.09375,0.0,1.0
L21H6,key_value_retrieval,all_probes,self_attention,0.14727714168839157,32,32,0.14559133253513296,1.0,0.00288594514131546,0.7089028358459473
L21H6,key_value_retrieval,all_probes,previous_attention,0.004834794569433143,32,32,0.004938226038792134,1.0,0.0003041386662516743,0.024692876264452934
L21H6,key_value_retrieval,all_probes,output_gold_minus_others,0.12988456577295437,32,32,0.16948367589611418,1.0,0.0002997079864144325,0.8007166385650635
L21H6,key_value_retrieval,all_probes,model_correct,1.0,32,32,0.0,1.0,1.0,1.0
L21H6,key_value_retrieval,correct_copy_events,source_attention,0.11844528430083301,32,32,0.1354518287086875,1.0,0.007734974380582571,0.6628053784370422
L21H6,key_value_retrieval,correct_copy_events,source_argmax,0.09375,32,32,0.29614458108029906,0.09375,0.0,1.0
L21H6,key_value_retrieval,correct_copy_events,self_attention,0.14727714168839157,32,32,0.14559133253513296,1.0,0.00288594514131546,0.7089028358459473
L21H6,key_value_retrieval,correct_copy_events,previous_attention,0.004834794569433143,32,32,0.004938226038792134,1.0,0.0003041386662516743,0.024692876264452934
L21H6,key_value_retrieval,correct_copy_events,output_gold_minus_others,0.12988456577295437,32,32,0.16948367589611418,1.0,0.0002997079864144325,0.8007166385650635
L21H6,key_value_retrieval,correct_copy_events,model_correct,1.0,32,32,0.0,1.0,1.0,1.0
L21H22,key_value_retrieval,all_probes,source_attention,0.110536963065897,32,32,0.2199443473037148,1.0,0.0009753844351507723,0.8709989190101624
L21H22,key_value_retrieval,all_probes,source_argmax,0.15625,32,32,0.36890203262847354,0.15625,0.0,1.0
L21H22,key_value_retrieval,all_probes,self_attention,0.006666780296654906,32,32,0.0066052048428882565,1.0,0.0002559092245064676,0.03416784107685089
L21H22,key_value_retrieval,all_probes,previous_attention,0.005187363040022319,32,32,0.0033460245017437975,1.0,0.001253203023225069,0.012152186594903469
L21H22,key_value_retrieval,all_probes,output_gold_minus_others,0.09428654014118365,32,32,0.2805595298215998,0.5625,-0.1107175201177597,1.0821685791015625
L21H22,key_value_retrieval,all_probes,model_correct,1.0,32,32,0.0,1.0,1.0,1.0
L21H22,key_value_retrieval,correct_copy_events,source_attention,0.110536963065897,32,32,0.2199443473037148,1.0,0.0009753844351507723,0.8709989190101624
L21H22,key_value_retrieval,correct_copy_events,source_argmax,0.15625,32,32,0.36890203262847354,0.15625,0.0,1.0
L21H22,key_value_retrieval,correct_copy_events,self_attention,0.006666780296654906,32,32,0.0066052048428882565,1.0,0.0002559092245064676,0.03416784107685089
L21H22,key_value_retrieval,correct_copy_events,previous_attention,0.005187363040022319,32,32,0.0033460245017437975,1.0,0.001253203023225069,0.012152186594903469
L21H22,key_value_retrieval,correct_copy_events,output_gold_minus_others,0.09428654014118365,32,32,0.2805595298215998,0.5625,-0.1107175201177597,1.0821685791015625
L21H22,key_value_retrieval,correct_copy_events,model_correct,1.0,32,32,0.0,1.0,1.0,1.0
L21H25,key_value_retrieval,all_probes,source_attention,0.013060779601801187,32,32,0.009215947983161643,1.0,0.0022806567139923573,0.032766375690698624
L21H25,key_value_retrieval,all_probes,source_argmax,0.0,32,32,0.0,0.0,0.0,0.0
L21H25,key_value_retrieval,all_probes,self_attention,0.023081284889485687,32,32,0.01642038881717361,1.0,0.004342107102274895,0.09019085764884949
L21H25,key_value_retrieval,all_probes,previous_attention,0.020190148090478033,32,32,0.014888034180005732,1.0,0.00528696971014142,0.06862114369869232
L21H25,key_value_retrieval,all_probes,output_gold_minus_others,0.00039270587694772985,32,32,0.010591960170876526,0.5,-0.018316427245736122,0.02530212327837944
L21H25,key_value_retrieval,all_probes,model_correct,1.0,32,32,0.0,1.0,1.0,1.0
L21H25,key_value_retrieval,correct_copy_events,source_attention,0.013060779601801187,32,32,0.009215947983161643,1.0,0.0022806567139923573,0.032766375690698624
L21H25,key_value_retrieval,correct_copy_events,source_argmax,0.0,32,32,0.0,0.0,0.0,0.0
L21H25,key_value_retrieval,correct_copy_events,self_attention,0.023081284889485687,32,32,0.01642038881717361,1.0,0.004342107102274895,0.09019085764884949
L21H25,key_value_retrieval,correct_copy_events,previous_attention,0.020190148090478033,32,32,0.014888034180005732,1.0,0.00528696971014142,0.06862114369869232
L21H25,key_value_retrieval,correct_copy_events,output_gold_minus_others,0.00039270587694772985,32,32,0.010591960170876526,0.5,-0.018316427245736122,0.02530212327837944
L21H25,key_value_retrieval,correct_copy_events,model_correct,1.0,32,32,0.0,1.0,1.0,1.0
L22H15,key_value_retrieval,all_probes,source_attention,0.0014056204654480098,32,32,0.0006221410808025991,1.0,0.0005093627260066569,0.002821143949404359
L22H15,key_value_retrieval,all_probes,source_argmax,0.0,32,32,0.0,0.0,0.0,0.0
L22H15,key_value_retrieval,all_probes,self_attention,0.027205626742215827,32,32,0.012746076960744358,1.0,0.009965738281607628,0.0640556812286377
L22H15,key_value_retrieval,all_probes,previous_attention,0.00316274668512051,32,32,0.000888782169096686,1.0,0.0018418794497847557,0.00579353142529726
L22H15,key_value_retrieval,all_probes,output_gold_minus_others,0.00105930296376755,32,32,0.012130211254274981,0.4375,-0.03770627826452255,0.029588237404823303
L22H15,key_value_retrieval,all_probes,model_correct,1.0,32,32,0.0,1.0,1.0,1.0
L22H15,key_value_retrieval,correct_copy_events,source_attention,0.0014056204654480098,32,32,0.0006221410808025991,1.0,0.0005093627260066569,0.002821143949404359
L22H15,key_value_retrieval,correct_copy_events,source_argmax,0.0,32,32,0.0,0.0,0.0,0.0
L22H15,key_value_retrieval,correct_copy_events,self_attention,0.027205626742215827,32,32,0.012746076960744358,1.0,0.009965738281607628,0.0640556812286377
L22H15,key_value_retrieval,correct_copy_events,previous_attention,0.00316274668512051,32,32,0.000888782169096686,1.0,0.0018418794497847557,0.00579353142529726
L22H15,key_value_retrieval,correct_copy_events,output_gold_minus_others,0.00105930296376755,32,32,0.012130211254274981,0.4375,-0.03770627826452255,0.029588237404823303
L22H15,key_value_retrieval,correct_copy_events,model_correct,1.0,32,32,0.0,1.0,1.0,1.0
L23H15,key_value_retrieval,all_probes,source_attention,0.4925425723195076,32,32,0.17373126573643277,1.0,0.149143248796463,0.8903928995132446
L23H15,key_value_retrieval,all_probes,source_argmax,0.84375,32,32,0.36890203262847354,0.84375,0.0,1.0
L23H15,key_value_retrieval,all_probes,self_attention,0.0022266025544013246,32,32,0.002750995894885709,1.0,0.00029917233041487634,0.013722424395382404
L23H15,key_value_retrieval,all_probes,previous_attention,0.000493247910185346,32,32,0.0003990949480506291,1.0,5.3359359299065545e-05,0.0016949018463492393
L23H15,key_value_retrieval,all_probes,output_gold_minus_others,-0.0477777398773469,32,32,0.14452058473174287,0.25,-0.3891652524471283,0.2618352174758911
L23H15,key_value_retrieval,all_probes,model_correct,1.0,32,32,0.0,1.0,1.0,1.0
L23H15,key_value_retrieval,correct_copy_events,source_attention,0.4925425723195076,32,32,0.17373126573643277,1.0,0.149143248796463,0.8903928995132446
L23H15,key_value_retrieval,correct_copy_events,source_argmax,0.84375,32,32,0.36890203262847354,0.84375,0.0,1.0
L23H15,key_value_retrieval,correct_copy_events,self_attention,0.0022266025544013246,32,32,0.002750995894885709,1.0,0.00029917233041487634,0.013722424395382404
L23H15,key_value_retrieval,correct_copy_events,previous_attention,0.000493247910185346,32,32,0.0003990949480506291,1.0,5.3359359299065545e-05,0.0016949018463492393
L23H15,key_value_retrieval,correct_copy_events,output_gold_minus_others,-0.0477777398773469,32,32,0.14452058473174287,0.25,-0.3891652524471283,0.2618352174758911
L23H15,key_value_retrieval,correct_copy_events,model_correct,1.0,32,32,0.0,1.0,1.0,1.0
L25H11,key_value_retrieval,all_probes,source_attention,0.0030062611258472316,32,32,0.0019357509246464464,1.0,0.0010008359095081687,0.009797133505344391
L25H11,key_value_retrieval,all_probes,source_argmax,0.0,32,32,0.0,0.0,0.0,0.0
L25H11,key_value_retrieval,all_probes,self_attention,0.021733390196459368,32,32,0.00803096177679014,1.0,0.008720114827156067,0.04260390251874924
L25H11,key_value_retrieval,all_probes,previous_attention,0.004561702851788141,32,32,0.0010095085288446754,1.0,0.0028037286829203367,0.006831140257418156
L25H11,key_value_retrieval,all_probes,output_gold_minus_others,0.004324960464145988,32,32,0.022409645206878673,0.65625,-0.04124676436185837,0.06440887600183487
L25H11,key_value_retrieval,all_probes,model_correct,1.0,32,32,0.0,1.0,1.0,1.0
L25H11,key_value_retrieval,correct_copy_events,source_attention,0.0030062611258472316,32,32,0.0019357509246464464,1.0,0.0010008359095081687,0.009797133505344391
L25H11,key_value_retrieval,correct_copy_events,source_argmax,0.0,32,32,0.0,0.0,0.0,0.0
L25H11,key_value_retrieval,correct_copy_events,self_attention,0.021733390196459368,32,32,0.00803096177679014,1.0,0.008720114827156067,0.04260390251874924
L25H11,key_value_retrieval,correct_copy_events,previous_attention,0.004561702851788141,32,32,0.0010095085288446754,1.0,0.0028037286829203367,0.006831140257418156
L25H11,key_value_retrieval,correct_copy_events,output_gold_minus_others,0.004324960464145988,32,32,0.022409645206878673,0.65625,-0.04124676436185837,0.06440887600183487
L25H11,key_value_retrieval,correct_copy_events,model_correct,1.0,32,32,0.0,1.0,1.0,1.0
L25H17,key_value_retrieval,all_probes,source_attention,0.0068370058443179005,32,32,0.012461251055455027,1.0,0.00025896340957842767,0.06427901983261108
L25H17,key_value_retrieval,all_probes,source_argmax,0.0,32,32,0.0,0.0,0.0,0.0
L25H17,key_value_retrieval,all_probes,self_attention,0.4119476689957082,32,32,0.14964346598908954,1.0,0.14768420159816742,0.6754602789878845
L25H17,key_value_retrieval,all_probes,previous_attention,0.029484409635188058,32,32,0.010752871909303333,1.0,0.006691346876323223,0.049765996634960175
L25H17,key_value_retrieval,all_probes,output_gold_minus_others,0.33780151122482494,32,32,0.20751679948629434,0.96875,-0.02897694893181324,0.8349300622940063
L25H17,key_value_retrieval,all_probes,model_correct,1.0,32,32,0.0,1.0,1.0,1.0
L25H17,key_value_retrieval,correct_copy_events,source_attention,0.0068370058443179005,32,32,0.012461251055455027,1.0,0.00025896340957842767,0.06427901983261108
L25H17,key_value_retrieval,correct_copy_events,source_argmax,0.0,32,32,0.0,0.0,0.0,0.0
L25H17,key_value_retrieval,correct_copy_events,self_attention,0.4119476689957082,32,32,0.14964346598908954,1.0,0.14768420159816742,0.6754602789878845
L25H17,key_value_retrieval,correct_copy_events,previous_attention,0.029484409635188058,32,32,0.010752871909303333,1.0,0.006691346876323223,0.049765996634960175
L25H17,key_value_retrieval,correct_copy_events,output_gold_minus_others,0.33780151122482494,32,32,0.20751679948629434,0.96875,-0.02897694893181324,0.8349300622940063
L25H17,key_value_retrieval,correct_copy_events,model_correct,1.0,32,32,0.0,1.0,1.0,1.0
L25H21,key_value_retrieval,all_probes,source_attention,0.05347619020540151,32,32,0.10351390529642943,1.0,0.0016857540467754006,0.5788619518280029
L25H21,key_value_retrieval,all_probes,source_argmax,0.03125,32,32,0.1767766952966369,0.03125,0.0,1.0
L25H21,key_value_retrieval,all_probes,self_attention,0.004458660270756809,32,32,0.005409952671917286,1.0,0.0008714392315596342,0.03234589472413063
L25H21,key_value_retrieval,all_probes,previous_attention,0.04709257959621027,32,32,0.019248349696711343,1.0,0.017524845898151398,0.09284117072820663
L25H21,key_value_retrieval,all_probes,output_gold_minus_others,0.09061809989361791,32,32,0.600480313888699,0.375,-0.10946349799633026,3.3729054927825928
L25H21,key_value_retrieval,all_probes,model_correct,1.0,32,32,0.0,1.0,1.0,1.0
L25H21,key_value_retrieval,correct_copy_events,source_attention,0.05347619020540151,32,32,0.10351390529642943,1.0,0.0016857540467754006,0.5788619518280029
L25H21,key_value_retrieval,correct_copy_events,source_argmax,0.03125,32,32,0.1767766952966369,0.03125,0.0,1.0
L25H21,key_value_retrieval,correct_copy_events,self_attention,0.004458660270756809,32,32,0.005409952671917286,1.0,0.0008714392315596342,0.03234589472413063
L25H21,key_value_retrieval,correct_copy_events,previous_attention,0.04709257959621027,32,32,0.019248349696711343,1.0,0.017524845898151398,0.09284117072820663
L25H21,key_value_retrieval,correct_copy_events,output_gold_minus_others,0.09061809989361791,32,32,0.600480313888699,0.375,-0.10946349799633026,3.3729054927825928
L25H21,key_value_retrieval,correct_copy_events,model_correct,1.0,32,32,0.0,1.0,1.0,1.0
L27H6,key_value_retrieval,all_probes,source_attention,0.050574382388731465,32,32,0.06274651760315463,1.0,0.004282229579985142,0.2662713825702667
L27H6,key_value_retrieval,all_probes,source_argmax,0.0,32,32,0.0,0.0,0.0,0.0
L27H6,key_value_retrieval,all_probes,self_attention,0.01652636582730338,32,32,0.015288577895518816,1.0,0.0020532789640128613,0.07536888122558594
L27H6,key_value_retrieval,all_probes,previous_attention,0.0005517015429177263,32,32,0.00035203455454333837,1.0,0.0001759870065143332,0.0013986893463879824
L27H6,key_value_retrieval,all_probes,output_gold_minus_others,-0.014601314120227471,32,32,0.03600822532336079,0.3125,-0.12472701072692871,0.05273183062672615
L27H6,key_value_retrieval,all_probes,model_correct,1.0,32,32,0.0,1.0,1.0,1.0
L27H6,key_value_retrieval,correct_copy_events,source_attention,0.050574382388731465,32,32,0.06274651760315463,1.0,0.004282229579985142,0.2662713825702667
L27H6,key_value_retrieval,correct_copy_events,source_argmax,0.0,32,32,0.0,0.0,0.0,0.0
L27H6,key_value_retrieval,correct_copy_events,self_attention,0.01652636582730338,32,32,0.015288577895518816,1.0,0.0020532789640128613,0.07536888122558594
L27H6,key_value_retrieval,correct_copy_events,previous_attention,0.0005517015429177263,32,32,0.00035203455454333837,1.0,0.0001759870065143332,0.0013986893463879824
L27H6,key_value_retrieval,correct_copy_events,output_gold_minus_others,-0.014601314120227471,32,32,0.03600822532336079,0.3125,-0.12472701072692871,0.05273183062672615
L27H6,key_value_retrieval,correct_copy_events,model_correct,1.0,32,32,0.0,1.0,1.0,1.0
L28H15,key_value_retrieval,all_probes,source_attention,0.06898994296807359,32,32,0.13540248437607322,1.0,0.00030715667526237667,0.5052703619003296
L28H15,key_value_retrieval,all_probes,source_argmax,0.09375,32,32,0.29614458108029906,0.09375,0.0,1.0
L28H15,key_value_retrieval,all_probes,self_attention,0.0004473191658007636,32,32,0.00034460020449315686,1.0,4.7057332267286256e-05,0.0015759938396513462
L28H15,key_value_retrieval,all_probes,previous_attention,0.0003696151259191538,32,32,0.00021764689526889423,1.0,3.923213807865977e-05,0.0008748808177188039
L28H15,key_value_retrieval,all_probes,output_gold_minus_others,0.22984400717541575,32,32,1.4825921259361834,0.34375,-0.5146647095680237,8.08571720123291
L28H15,key_value_retrieval,all_probes,model_correct,1.0,32,32,0.0,1.0,1.0,1.0
L28H15,key_value_retrieval,correct_copy_events,source_attention,0.06898994296807359,32,32,0.13540248437607322,1.0,0.00030715667526237667,0.5052703619003296
L28H15,key_value_retrieval,correct_copy_events,source_argmax,0.09375,32,32,0.29614458108029906,0.09375,0.0,1.0
L28H15,key_value_retrieval,correct_copy_events,self_attention,0.0004473191658007636,32,32,0.00034460020449315686,1.0,4.7057332267286256e-05,0.0015759938396513462
L28H15,key_value_retrieval,correct_copy_events,previous_attention,0.0003696151259191538,32,32,0.00021764689526889423,1.0,3.923213807865977e-05,0.0008748808177188039
L28H15,key_value_retrieval,correct_copy_events,output_gold_minus_others,0.22984400717541575,32,32,1.4825921259361834,0.34375,-0.5146647095680237,8.08571720123291
L28H15,key_value_retrieval,correct_copy_events,model_correct,1.0,32,32,0.0,1.0,1.0,1.0
L30H13,key_value_retrieval,all_probes,source_attention,0.02934746889877715,32,32,0.02484209221013841,1.0,0.0015340362442657351,0.11418318748474121
L30H13,key_value_retrieval,all_probes,source_argmax,0.0,32,32,0.0,0.0,0.0,0.0
L30H13,key_value_retrieval,all_probes,self_attention,0.02708843482469092,32,32,0.024036066579595117,1.0,0.0010030210250988603,0.09460477530956268
L30H13,key_value_retrieval,all_probes,previous_attention,0.011423197465774138,32,32,0.007937763905943813,1.0,0.0020867567509412766,0.034470103681087494
L30H13,key_value_retrieval,all_probes,output_gold_minus_others,0.2276699076173827,32,32,0.3787142258760397,0.8125,-0.11505533754825592,1.6884783506393433
L30H13,key_value_retrieval,all_probes,model_correct,1.0,32,32,0.0,1.0,1.0,1.0
L30H13,key_value_retrieval,correct_copy_events,source_attention,0.02934746889877715,32,32,0.02484209221013841,1.0,0.0015340362442657351,0.11418318748474121
