config_id,direction,prefix,count,mean,min,max
624:colon:bypass:31:,noise,False,87,-0.13734229131676684,-0.3110237121582031,-0.006591796875
624:colon:bypass:31:,noise,True,2,0.0,0.0,0.0
624:colon:bypass:31:,restore,False,87,-0.13645788170825476,-0.294036865234375,-0.005859375
624:colon:bypass:31:,restore,True,2,0.0,0.0,0.0
624:colon:head:641:Q,noise,False,87,0.12442486587612109,-0.10968017578125,0.5140609741210938
624:colon:head:641:Q,noise,True,2,0.0054931640625,0.00341796875,0.007568359375
624:colon:head:641:Q,restore,False,87,0.11080574167185817,-0.1324462890625,0.519134521484375
624:colon:head:641:Q,restore,True,2,0.00592041015625,0.0050048828125,0.0068359375
624:colon:head:695:KV,noise,False,87,-0.13100471715817505,-0.44481658935546875,-0.00811767578125
624:colon:head:695:KV,noise,True,2,-0.007080078125,-0.0078125,-0.00634765625
624:colon:head:695:KV,restore,False,87,-0.12217589630477729,-0.35528564453125,-0.01513671875
624:colon:head:695:KV,restore,True,2,-0.0040283203125,-0.007080078125,-0.0009765625
624:colon:head:695:V,noise,False,87,-0.13075826085847,-0.4227447509765625,-0.0194091796875
624:colon:head:695:V,noise,True,2,-0.006103515625,-0.0068359375,-0.00537109375
624:colon:head:695:V,restore,False,87,-0.12361293003476899,-0.33770751953125,-0.0091552734375
624:colon:head:695:V,restore,True,2,0.000244140625,-0.00634765625,0.0068359375
624:colon:head:870:Q,noise,False,87,-0.13575885213654618,-0.3792724609375,0.0136260986328125
624:colon:head:870:Q,noise,True,2,0.002197265625,0.00146484375,0.0029296875
624:colon:head:870:Q,restore,False,87,-0.1241131267328372,-0.392333984375,0.051513671875
624:colon:head:870:Q,restore,True,2,-0.00067138671875,-0.003173828125,0.0018310546875
641:colon:bypass:31:,noise,False,87,-0.36065652452666186,-0.8587646484375,-0.0369873046875
641:colon:bypass:31:,noise,True,2,0.0,0.0,0.0
641:colon:bypass:31:,restore,False,87,-0.3625052605552235,-0.885498046875,-0.0382080078125
641:colon:bypass:31:,restore,True,2,0.0,0.0,0.0
641:colon:head:695:KV,noise,False,87,-0.2798847823307432,-1.0860595703125,-0.02911376953125
641:colon:head:695:KV,noise,True,2,-0.0074462890625,-0.009521484375,-0.00537109375
641:colon:head:695:KV,restore,False,87,-0.2609200258364623,-0.785888671875,-0.0454559326171875
641:colon:head:695:KV,restore,True,2,-0.0032958984375,-0.0042724609375,-0.0023193359375
641:colon:head:695:V,noise,False,87,-0.28139489272545126,-1.131103515625,-0.0445404052734375
641:colon:head:695:V,noise,True,2,-0.0078125,-0.0087890625,-0.0068359375
641:colon:head:695:V,restore,False,87,-0.2721844569019888,-0.8350830078125,-0.0404052734375
641:colon:head:695:V,restore,True,2,-0.00286865234375,-0.0045166015625,-0.001220703125
641:colon:head:817:KV,noise,False,87,-0.16018955734954482,-0.355377197265625,-0.00574493408203125
641:colon:head:817:KV,noise,True,2,0.000732421875,-0.000732421875,0.002197265625
641:colon:head:817:KV,restore,False,87,-0.16487020733712734,-0.4161376953125,-0.0296630859375
641:colon:head:817:KV,restore,True,2,-0.0020751953125,-0.0029296875,-0.001220703125
641:colon:head:870:Q,noise,False,87,-0.24175988120594244,-0.895751953125,0.047332763671875
641:colon:head:870:Q,noise,True,2,0.0008544921875,0.000244140625,0.00146484375
641:colon:head:870:Q,restore,False,87,-0.22786501632339654,-0.716461181640625,0.06345367431640625
641:colon:head:870:Q,restore,True,2,0.0025634765625,-0.000732421875,0.005859375
641:colon:head:978:Q,noise,False,87,-0.12156195476137359,-0.6804161071777344,0.034942626953125
641:colon:head:978:Q,noise,True,2,0.0001220703125,-0.00048828125,0.000732421875
641:colon:head:978:Q,restore,False,87,-0.15260069397674209,-0.50067138671875,0.04054069519042965
641:colon:head:978:Q,restore,True,2,-0.001220703125,-0.001953125,-0.00048828125
751:colon:head:870:Q,noise,False,87,-0.21145850762553597,-0.5927886962890625,0.03912353515625
751:colon:head:870:Q,noise,True,2,-0.0001220703125,-0.00244140625,0.002197265625
751:colon:head:870:Q,restore,False,87,-0.2059612274169922,-0.530242919921875,0.0450439453125
751:colon:head:870:Q,restore,True,2,0.00146484375,-0.0013427734375,0.0042724609375
751:colon:head:978:Q,noise,False,87,-0.2067149973463738,-0.6471729278564453,-0.02532958984375
751:colon:head:978:Q,noise,True,2,-0.0003662109375,-0.00048828125,-0.000244140625
751:colon:head:978:Q,restore,False,87,-0.24977184164113012,-0.661773681640625,0.027099609375
751:colon:head:978:Q,restore,True,2,-0.0010986328125,-0.0029296875,0.000732421875
787:colon:bypass:31:,noise,False,87,0.16924579116119737,-0.0894923210144043,0.5081787109375
787:colon:bypass:31:,noise,True,2,0.0,0.0,0.0
787:colon:bypass:31:,restore,False,87,0.16918135237419743,-0.0931396484375,0.5620555877685547
787:colon:bypass:31:,restore,True,2,0.0,0.0,0.0
817:colon:bypass:31:,noise,False,87,0.24412983313374137,0.06463623046875,0.7144775390625
817:colon:bypass:31:,noise,True,2,0.0,0.0,0.0
817:colon:bypass:31:,restore,False,87,0.24179274460365033,0.0478515625,0.5481662750244141
817:colon:bypass:31:,restore,True,2,0.0,0.0,0.0
817:colon:head:870:Q,noise,False,87,0.3090195162542935,-0.01519775390625,0.721282958984375
817:colon:head:870:Q,noise,True,2,-0.0009765625,-0.00146484375,-0.00048828125
817:colon:head:870:Q,restore,False,87,0.29517518514874336,-0.019775390625,1.002471923828125
817:colon:head:870:Q,restore,True,2,0.00091552734375,0.000244140625,0.0015869140625
817:colon:head:978:Q,noise,False,87,0.22193882383149247,0.03955078125,0.5714111328125
817:colon:head:978:Q,noise,True,2,-0.0015869140625,-0.00390625,0.000732421875
817:colon:head:978:Q,restore,False,87,0.2624331781233864,0.0111083984375,0.70697021484375
817:colon:head:978:Q,restore,True,2,0.001953125,0.000244140625,0.003662109375
