pair_id,family,order,writer,site,condition,readout,lp_query_mother,lp_other_candidate,lp_other_mothers_mean,lp_query_child,contrast_candidates,contrast_all_mothers,query_mother_is_top_candidate,other_candidate_is_top_candidate,query_child_is_top_candidate,mother_in_top5,top_tokens
000/direct/base/0/order0,0,0,L17H1,query_is,intact_clean,identity,-7.443750858306885,-14.154687881469727,-16.615625381469727,-16.170312881469727,6.710937023162842,7.941405773162842,True,False,False,False, hello| | cat| x| \
056/direct/base/0/order0,56,0,L15H25,query_is,head_site,identity,-8.49317741394043,-8.12208366394043,-8.82911491394043,-8.64161491394043,-0.37109375,-0.017578125,False,True,False,False, hello| | cat| ;| \
056/direct/base/0/order0,56,0,L15H25,query_is,head_site,mother_of,-5.605653285980225,-5.906434535980225,-5.783387660980225,-5.799012660980225,0.30078125,0.2392578125,True,False,False,False, Mary| k| mar| mary| j
056/direct/base/0/order0,56,0,L15H25,query_is,head_span,identity,-8.49317741394043,-8.12208366394043,-8.82911491394043,-8.64161491394043,-0.37109375,-0.017578125,False,True,False,False, hello| | cat| ;| \
056/direct/base/0/order0,56,0,L15H25,query_is,head_span,mother_of,-5.605653285980225,-5.906434535980225,-5.783387660980225,-5.799012660980225,0.30078125,0.2392578125,True,False,False,False, Mary| k| mar| mary| j
056/direct/base/0/order0,56,0,L15H25,query_is,intact_corrupted,identity,-8.415807723999023,-8.142370223999023,-8.755651473999023,-8.615026473999023,-0.2734375,0.033203125,False,True,False,False, hello| | ;| cat| \
056/direct/base/0/order0,56,0,L15H25,query_is,intact_corrupted,mother_of,-5.6076250076293945,-5.9142656326293945,-5.7795000076293945,-5.8009843826293945,0.306640625,0.2392578125,True,False,False,False, Mary| k| mar| mary| j
056/direct/base/0/order0,56,0,L15H25,query_is,irrelevant,identity,-8.2431640625,-8.0595703125,-8.6689453125,-8.5400390625,-0.18359375,0.12109375,False,True,False,False, hello| | cat| ;| \
056/direct/base/0/order0,56,0,L15H25,query_is,irrelevant,mother_of,-5.609695911407471,-5.920242786407471,-5.781570911407471,-5.805008411407471,0.310546875,0.2412109375,True,False,False,False, Mary| k| mar| mary| j
056/direct/base/0/order0,56,0,L15H25,query_is,none,identity,-9.8618803024292,-9.2681303024292,-10.4634428024292,-9.8931303024292,-0.59375,0.00390625,False,True,False,False, x| | hello| ;| cat
056/direct/base/0/order0,56,0,L15H25,query_is,none,mother_of,-5.864377498626709,-6.212033748626709,-5.993283748626709,-5.993283748626709,0.34765625,0.23828125,True,False,False,False, k| Mary| mary| mar| j
056/direct/base/0/order1,56,1,L17H1,query_is,intact_clean,identity,-7.6669697761535645,-7.6122822761535645,-8.799781799316406,-8.057594299316406,-0.0546875,0.5390622615814209,False,True,False,False, hello| | cat| x| \
056/direct/base/0/order1,56,1,L17H1,query_is,intact_clean,mother_of,-5.652068138122559,-5.980193138122559,-5.841521263122559,-5.837615013122559,0.328125,0.2587890625,True,False,False,False, Mary| k| mar| mary| j
056/direct/base/0/order1,56,1,L17H1,query_is,head_site,identity,-7.998399257659912,-7.412461757659912,-8.82652473449707,-8.06871223449707,-0.5859375,0.1210939884185791,False,True,False,False, hello| | cat| x| \
056/direct/base/0/order1,56,1,L17H1,query_is,head_site,mother_of,-5.662456035614014,-5.965190410614014,-5.838237285614014,-5.836284160614014,0.302734375,0.2392578125,True,False,False,False, Mary| k| mar| mary| j
056/direct/base/0/order1,56,1,L17H1,query_is,head_span,identity,-7.998399257659912,-7.412461757659912,-8.82652473449707,-8.06871223449707,-0.5859375,0.1210939884185791,False,True,False,False, hello| | cat| x| \
056/direct/base/0/order1,56,1,L17H1,query_is,head_span,mother_of,-5.662456035614014,-5.965190410614014,-5.838237285614014,-5.836284160614014,0.302734375,0.2392578125,True,False,False,False, Mary| k| mar| mary| j
056/direct/base/0/order1,56,1,L17H1,query_is,intact_corrupted,identity,-7.985881805419922,-7.431194305419922,-8.817913055419922,-8.075725555419922,-0.5546875,0.138671875,False,True,False,False, hello| | cat| x| \
056/direct/base/0/order1,56,1,L17H1,query_is,intact_corrupted,mother_of,-5.668607711791992,-5.983060836791992,-5.848295211791992,-5.842435836791992,0.314453125,0.2470703125,True,False,False,False, Mary| k| mar| mary| j
056/direct/base/0/order1,56,1,L17H1,query_is,irrelevant,identity,-8.052396774291992,-7.57192850112915,-8.849271774291992,-8.107084274291992,-0.4804682731628418,0.1582033634185791,False,True,False,False, hello| | cat| x| \
056/direct/base/0/order1,56,1,L17H1,query_is,irrelevant,mother_of,-5.672069549560547,-5.988475799560547,-5.851757049560547,-5.843944549560547,0.31640625,0.248046875,True,False,False,False, Mary| k| mar| mary| j
056/direct/base/0/order1,56,1,L17H1,query_is,none,identity,-9.8618803024292,-9.2681303024292,-10.4634428024292,-9.8931303024292,-0.59375,0.00390625,False,True,False,False, x| | hello| ;| cat
056/direct/base/0/order1,56,1,L17H1,query_is,none,mother_of,-5.864377498626709,-6.212033748626709,-5.993283748626709,-5.993283748626709,0.34765625,0.23828125,True,False,False,False, k| Mary| mary| mar| j
056/direct/base/0/order1,56,1,L17H1,query_period,intact_clean,identity,-7.980789661407471,-7.562820911407471,-8.847977638244629,-8.027665138244629,-0.41796875,0.2246096134185791,False,True,False,False, hello| | cat| x| Hello
056/direct/base/0/order1,56,1,L17H1,query_period,intact_clean,mother_of,-5.647858619689941,-5.968171119689941,-5.829499244689941,-5.809967994689941,0.3203125,0.2509765625,True,False,False,False, Mary| k| mar| mary| j
056/direct/base/0/order1,56,1,L17H1,query_period,head_site,identity,-7.982185363769531,-7.552497863769531,-8.845466613769531,-8.025154113769531,-0.4296875,0.216796875,False,True,False,False, hello| | cat| x| Hello
056/direct/base/0/order1,56,1,L17H1,query_period,head_site,mother_of,-5.65311336517334,-5.95975399017334,-5.82694149017334,-5.81131649017334,0.306640625,0.240234375,True,False,False,False, Mary| k| mar| mary| j
056/direct/base/0/order1,56,1,L17H1,query_period,head_span,identity,-7.982185363769531,-7.552497863769531,-8.845466613769531,-8.025154113769531,-0.4296875,0.216796875,False,True,False,False, hello| | cat| x| Hello
056/direct/base/0/order1,56,1,L17H1,query_period,head_span,mother_of,-5.65311336517334,-5.95975399017334,-5.82694149017334,-5.81131649017334,0.306640625,0.240234375,True,False,False,False, Mary| k| mar| mary| j
056/direct/base/0/order1,56,1,L17H1,query_period,intact_corrupted,identity,-7.9721293449401855,-7.5346293449401855,-8.839317321777344,-8.015098571777344,-0.4375,0.2148439884185791,False,True,False,False, hello| | cat| x| Hello
056/direct/base/0/order1,56,1,L17H1,query_period,intact_corrupted,mother_of,-5.660197734832764,-5.974650859832764,-5.832072734832764,-5.826213359832764,0.314453125,0.2431640625,True,False,False,False, Mary| k| mar| mary| j
056/direct/base/0/order1,56,1,L17H1,query_period,irrelevant,identity,-7.925328254699707,-7.511265754699707,-8.819859504699707,-8.038609504699707,-0.4140625,0.240234375,False,True,False,False, hello| | cat| x| ;
056/direct/base/0/order1,56,1,L17H1,query_period,irrelevant,mother_of,-5.6634721755981445,-5.9583940505981445,-5.8294878005981445,-5.8392534255981445,0.294921875,0.23046875,True,False,False,False, Mary| k| mar| mary| j
056/direct/base/0/order1,56,1,L17H1,query_period,none,identity,-9.8618803024292,-9.2681303024292,-10.4634428024292,-9.8931303024292,-0.59375,0.00390625,False,True,False,False, x| | hello| ;| cat
056/direct/base/0/order1,56,1,L17H1,query_period,none,mother_of,-5.864377498626709,-6.212033748626709,-5.993283748626709,-5.993283748626709,0.34765625,0.23828125,True,False,False,False, k| Mary| mary| mar| j
056/direct/base/0/order1,56,1,L15H25,query_child_last,intact_clean,identity,-8.613639831542969,-7.883171081542969,-8.785514831542969,-6.383171081542969,-0.73046875,-0.279296875,False,False,True,False, hello| | cat| ;| hi
056/direct/base/0/order1,56,1,L15H25,query_child_last,intact_clean,mother_of,-5.556386947631836,-5.829824447631836,-5.712636947631836,-5.700918197631836,0.2734375,0.21484375,True,False,False,False, Mary| k| mar| mary| j
056/direct/base/0/order1,56,1,L15H25,query_child_last,head_site,identity,-8.611522674560547,-7.884959697723389,-8.787303924560547,-6.295115947723389,-0.7265629768371582,-0.2753908634185791,False,False,True,False, hello| | cat| ;| hi
056/direct/base/0/order1,56,1,L15H25,query_child_last,head_site,mother_of,-5.553288459777832,-5.826725959777832,-5.711491584777832,-5.699772834777832,0.2734375,0.2158203125,True,False,False,False, Mary| k| mar| mary| j
056/direct/base/0/order1,56,1,L15H25,query_child_last,head_span,identity,-8.611522674560547,-7.884959697723389,-8.787303924560547,-6.295115947723389,-0.7265629768371582,-0.2753908634185791,False,False,True,False, hello| | cat| ;| hi
056/direct/base/0/order1,56,1,L15H25,query_child_last,head_span,mother_of,-5.553288459777832,-5.826725959777832,-5.711491584777832,-5.699772834777832,0.2734375,0.2158203125,True,False,False,False, Mary| k| mar| mary| j
056/direct/base/0/order1,56,1,L15H25,query_child_last,intact_corrupted,identity,-8.630834579467773,-7.908178329467773,-8.775365829467773,-6.248022079467773,-0.72265625,-0.2890625,False,False,True,False, hello| | cat| ;| hi
056/direct/base/0/order1,56,1,L15H25,query_child_last,intact_corrupted,mother_of,-5.562224388122559,-5.837615013122559,-5.714568138122559,-5.708708763122559,0.275390625,0.2138671875,True,False,False,False, Mary| k| mar| mary| j
056/direct/base/0/order1,56,1,L15H25,query_child_last,irrelevant,identity,-8.500481605529785,-7.984856605529785,-6.508294105529785,-8.379387855529785,-0.515625,-1.25390625,False,False,False,False, hello| | cat| ;| Hello
056/direct/base/0/order1,56,1,L15H25,query_child_last,irrelevant,mother_of,-5.55355167388916,-5.84847354888916,-5.59456729888916,-5.74495792388916,0.294921875,0.16796875,True,False,False,False, Mary| k| mar| mary| j
056/direct/base/0/order1,56,1,L15H25,query_child_last,none,identity,-9.8618803024292,-9.2681303024292,-10.4634428024292,-9.8931303024292,-0.59375,0.00390625,False,True,False,False, x| | hello| ;| cat
056/direct/base/0/order1,56,1,L15H25,query_child_last,none,mother_of,-5.864377498626709,-6.212033748626709,-5.993283748626709,-5.993283748626709,0.34765625,0.23828125,True,False,False,False, k| Mary| mary| mar| j
056/direct/base/0/order1,56,1,L15H25,query_is,intact_clean,identity,-8.477242469787598,-8.133492469787598,-8.828804969787598,-8.742867469787598,-0.34375,0.00390625,False,True,False,False, hello| | cat| ;| \
056/direct/base/0/order1,56,1,L15H25,query_is,intact_clean,mother_of,-5.617249488830566,-5.918030738830566,-5.789124488830566,-5.810608863830566,0.30078125,0.236328125,True,False,False,False, Mary| k| mar| mary| j
056/direct/base/0/order1,56,1,L15H25,query_is,head_site,identity,-8.464990615844727,-8.132959365844727,-8.828271865844727,-8.738428115844727,-0.33203125,0.015625,False,True,False,False, hello| | cat| ;| \
056/direct/base/0/order1,56,1,L15H25,query_is,head_site,mother_of,-5.615414142608643,-5.918148517608643,-5.789242267608643,-5.810726642608643,0.302734375,0.23828125,True,False,False,False, Mary| k| mar| mary| j
056/direct/base/0/order1,56,1,L15H25,query_is,head_span,identity,-8.464990615844727,-8.132959365844727,-8.828271865844727,-8.738428115844727,-0.33203125,0.015625,False,True,False,False, hello| | cat| ;| \
056/direct/base/0/order1,56,1,L15H25,query_is,head_span,mother_of,-5.615414142608643,-5.918148517608643,-5.789242267608643,-5.810726642608643,0.302734375,0.23828125,True,False,False,False, Mary| k| mar| mary| j
056/direct/base/0/order1,56,1,L15H25,query_is,intact_corrupted,identity,-8.333964347839355,-8.099589347839355,-8.705058097839355,-8.615214347839355,-0.234375,0.068359375,False,True,False,False, hello| | cat| ;| \
056/direct/base/0/order1,56,1,L15H25,query_is,intact_corrupted,mother_of,-5.612573146820068,-5.919213771820068,-5.782495021820068,-5.805932521820068,0.306640625,0.23828125,True,False,False,False, Mary| k| mar| mary| j
056/direct/base/0/order1,56,1,L15H25,query_is,irrelevant,identity,-8.384650230407715,-8.126837730407715,-8.736212730407715,-8.548712730407715,-0.2578125,0.046875,False,True,False,False, hello| | cat| ;| \
056/direct/base/0/order1,56,1,L15H25,query_is,irrelevant,mother_of,-5.6056671142578125,-5.9142608642578125,-5.7794952392578125,-5.8009796142578125,0.30859375,0.2412109375,True,False,False,False, Mary| k| mar| mary| j
056/direct/base/0/order1,56,1,L15H25,query_is,none,identity,-9.8618803024292,-9.2681303024292,-10.4634428024292,-9.8931303024292,-0.59375,0.00390625,False,True,False,False, x| | hello| ;| cat
056/direct/base/0/order1,56,1,L15H25,query_is,none,mother_of,-5.864377498626709,-6.212033748626709,-5.993283748626709,-5.993283748626709,0.34765625,0.23828125,True,False,False,False, k| Mary| mary| mar| j
064/direct/base/0/order0,64,0,L17H1,query_is,intact_clean,identity,-7.149892807006836,-7.634267807006836,-16.501455307006836,-16.782705307006836,0.484375,4.91796875,True,False,False,False, hello| | cat| x| \
064/direct/base/0/order0,64,0,L17H1,query_is,intact_clean,mother_of,-6.390531539916992,-5.988187789916992,-10.204984664916992,-11.712797164916992,-0.40234375,1.7060546875,False,True,False,False, Mary| k| mar| mary| j
064/direct/base/0/order0,64,0,L17H1,query_is,head_site,identity,-7.418083667755127,-7.507927417755127,-16.51183319091797,-16.74620819091797,0.08984375,4.591796636581421,True,False,False,False, hello| | cat| x| \
064/direct/base/0/order0,64,0,L17H1,query_is,head_site,mother_of,-6.394319534301758,-5.978303909301758,-10.195100784301758,-11.710725784301758,-0.416015625,1.6923828125,False,True,False,False, Mary| k| mar| mary| j
064/direct/base/0/order0,64,0,L17H1,query_is,head_span,identity,-7.418083667755127,-7.507927417755127,-16.51183319091797,-16.74620819091797,0.08984375,4.591796636581421,True,False,False,False, hello| | cat| x| \
064/direct/base/0/order0,64,0,L17H1,query_is,head_span,mother_of,-6.394319534301758,-5.978303909301758,-10.195100784301758,-11.710725784301758,-0.416015625,1.6923828125,False,True,False,False, Mary| k| mar| mary| j
064/direct/base/0/order0,64,0,L17H1,query_is,intact_corrupted,identity,-7.383267402648926,-7.375454902648926,-16.49264144897461,-16.68795394897461,-0.0078125,4.550780773162842,False,True,False,False, hello| | cat| x| \
064/direct/base/0/order0,64,0,L17H1,query_is,intact_corrupted,mother_of,-6.394372463226318,-5.986169338226318,-10.199060440063477,-11.710779190063477,-0.408203125,1.698242425918579,False,True,False,False, Mary| k| mar| mary| j
064/direct/base/0/order0,64,0,L17H1,query_is,irrelevant,identity,-7.407410621643066,-7.278504371643066,-16.51678466796875,-16.68865966796875,-0.12890625,4.490233898162842,False,True,False,False, hello| | cat| x| \
064/direct/base/0/order0,64,0,L17H1,query_is,irrelevant,mother_of,-6.394404411315918,-5.978388786315918,-10.202998161315918,-11.710810661315918,-0.416015625,1.6962890625,False,True,False,False, Mary| k| mar| mary| j
064/direct/base/0/order0,64,0,L17H1,query_is,none,identity,-9.7251615524292,-9.2681303024292,-18.682193756103516,-17.869693756103516,-0.45703125,4.250000476837158,False,True,False,False, x| | hello| ;| cat
064/direct/base/0/order0,64,0,L17H1,query_is,none,mother_of,-6.555783748626709,-6.212033748626709,-10.305784225463867,-11.919065475463867,-0.34375,1.703125238418579,False,True,False,False, k| Mary| mary| mar| j
064/direct/base/0/order0,64,0,L17H1,query_period,intact_clean,identity,-7.069031238555908,-7.502624988555908,-16.02606201171875,-16.56512451171875,0.43359375,4.695312261581421,True,False,False,False, hello| | cat| x| ;
064/direct/base/0/order0,64,0,L17H1,query_period,intact_clean,mother_of,-6.362969398498535,-5.952813148498535,-10.191094398498535,-11.624688148498535,-0.41015625,1.708984375,False,True,False,False, Mary| k| mar| mary| j
064/direct/base/0/order0,64,0,L17H1,query_period,head_site,identity,-7.094618797302246,-7.473525047302246,-16.032119750976562,-16.555557250976562,0.37890625,4.658203601837158,True,False,False,False, hello| | cat| x| ;
064/direct/base/0/order0,64,0,L17H1,query_period,head_site,mother_of,-6.373169422149658,-5.939575672149658,-10.1798095703125,-11.6212158203125,-0.43359375,1.686523199081421,False,True,False,False, Mary| k| mar| mary| j
064/direct/base/0/order0,64,0,L17H1,query_period,head_span,identity,-7.094618797302246,-7.473525047302246,-16.032119750976562,-16.555557250976562,0.37890625,4.658203601837158,True,False,False,False, hello| | cat| x| ;
064/direct/base/0/order0,64,0,L17H1,query_period,head_span,mother_of,-6.373169422149658,-5.939575672149658,-10.1798095703125,-11.6212158203125,-0.43359375,1.686523199081421,False,True,False,False, Mary| k| mar| mary| j
064/direct/base/0/order0,64,0,L17H1,query_period,intact_corrupted,identity,-7.099663734436035,-7.470757484436035,-16.00591468811035,-16.56841468811035,0.37109375,4.638672351837158,True,False,False,False, hello| | cat| x| ;
064/direct/base/0/order0,64,0,L17H1,query_period,intact_corrupted,mother_of,-6.370031356811523,-5.930578231811523,-10.172765731811523,-11.618078231811523,-0.439453125,1.681640625,False,True,False,False, Mary| k| mar| mary| j
064/direct/base/0/order0,64,0,L17H1,query_period,irrelevant,identity,-7.322383403778076,-7.529414653778076,-16.431758880615234,-16.744258880615234,0.20703125,4.658203363418579,True,False,False,False, hello| | cat| x| Hello
064/direct/base/0/order0,64,0,L17H1,query_period,irrelevant,mother_of,-6.396420955657959,-5.976499080657959,-10.203062057495117,-11.703062057495117,-0.419921875,1.693359613418579,False,True,False,False, Mary| k| mar| mary| j
064/direct/base/0/order0,64,0,L17H1,query_period,none,identity,-9.7251615524292,-9.2681303024292,-18.682193756103516,-17.869693756103516,-0.45703125,4.250000476837158,False,True,False,False, x| | hello| ;| cat
064/direct/base/0/order0,64,0,L17H1,query_period,none,mother_of,-6.555783748626709,-6.212033748626709,-10.305784225463867,-11.919065475463867,-0.34375,1.703125238418579,False,True,False,False, k| Mary| mary| mar| j
064/direct/base/0/order0,64,0,L15H25,query_child_last,intact_clean,identity,-7.28831672668457,-6.93284797668457,-15.57347297668457,-16.63597297668457,-0.35546875,3.96484375,False,True,False,False, hello| cat| | ;| Hello
064/direct/base/0/order0,64,0,L15H25,query_child_last,intact_clean,mother_of,-6.290444374084473,-5.843178749084473,-10.093178749084473,-11.561928749084473,-0.447265625,1.677734375,False,True,False,False, Mary| k| mar| mary| j
064/direct/base/0/order0,64,0,L15H25,query_child_last,head_site,identity,-7.296417236328125,-6.921417236328125,-15.605010986328125,-16.644073486328125,-0.375,3.966796875,False,True,False,False, hello| cat| | ;| Hello
064/direct/base/0/order0,64,0,L15H25,query_child_last,head_site,mother_of,-6.286773681640625,-5.839508056640625,-10.089508056640625,-11.554351806640625,-0.447265625,1.677734375,False,True,False,False, Mary| k| mar| mary| j
064/direct/base/0/order0,64,0,L15H25,query_child_last,head_span,identity,-7.296417236328125,-6.921417236328125,-15.605010986328125,-16.644073486328125,-0.375,3.966796875,False,True,False,False, hello| cat| | ;| Hello
064/direct/base/0/order0,64,0,L15H25,query_child_last,head_span,mother_of,-6.286773681640625,-5.839508056640625,-10.089508056640625,-11.554351806640625,-0.447265625,1.677734375,False,True,False,False, Mary| k| mar| mary| j
064/direct/base/0/order0,64,0,L15H25,query_child_last,intact_corrupted,identity,-7.2645182609558105,-6.9676432609558105,-15.600455284118652,-16.71764373779297,-0.296875,4.019531011581421,False,True,False,False, hello| cat| | ;| Hello
064/direct/base/0/order0,64,0,L15H25,query_child_last,intact_corrupted,mother_of,-6.285027980804443,-5.839715480804443,-10.091669082641602,-11.544794082641602,-0.4453125,1.680664300918579,False,True,False,False, Mary| k| mar| mary| j
064/direct/base/0/order0,64,0,L15H25,query_child_last,irrelevant,identity,-7.705414295196533,-8.244477272033691,-15.310883522033691,-17.271820068359375,0.5390629768371582,4.072266101837158,True,False,False,False, hello| cat| | ;| Hello
064/direct/base/0/order0,64,0,L15H25,query_child_last,irrelevant,mother_of,-6.309187889099121,-5.881453514099121,-10.098250389099121,-11.590437889099121,-0.427734375,1.6806640625,False,True,False,False, Mary| k| mar| mary| j
064/direct/base/0/order0,64,0,L15H25,query_child_last,none,identity,-9.7251615524292,-9.2681303024292,-18.682193756103516,-17.869693756103516,-0.45703125,4.250000476837158,False,True,False,False, x| | hello| ;| cat
064/direct/base/0/order0,64,0,L15H25,query_child_last,none,mother_of,-6.555783748626709,-6.212033748626709,-10.305784225463867,-11.919065475463867,-0.34375,1.703125238418579,False,True,False,False, k| Mary| mary| mar| j
064/direct/base/0/order0,64,0,L15H25,query_is,intact_clean,identity,-7.521823883056641,-8.02182388305664,-15.79526138305664,-17.13119888305664,0.5,4.38671875,True,False,False,False, hello| | ;| cat| is
064/direct/base/0/order0,64,0,L15H25,query_is,intact_clean,mother_of,-6.319461822509766,-5.909305572509766,-10.122196197509766,-11.598758697509766,-0.41015625,1.6962890625,False,True,False,False, Mary| k| mar| mary| j
064/direct/base/0/order0,64,0,L15H25,query_is,head_site,identity,-7.5115647315979,-8.019376754760742,-15.796720504760742,-17.124845504760742,0.5078120231628418,4.396483898162842,True,False,False,False, hello| | ;| cat| is
064/direct/base/0/order0,64,0,L15H25,query_is,head_site,mother_of,-6.3190202713012695,-5.9088640213012695,-10.12370777130127,-11.59245777130127,-0.41015625,1.697265625,False,True,False,False, Mary| k| mar| mary| j
064/direct/base/0/order0,64,0,L15H25,query_is,head_span,identity,-7.5115647315979,-8.019376754760742,-15.796720504760742,-17.124845504760742,0.5078120231628418,4.396483898162842,True,False,False,False, hello| | ;| cat| is
064/direct/base/0/order0,64,0,L15H25,query_is,head_span,mother_of,-6.3190202713012695,-5.9088640213012695,-10.12370777130127,-11.59245777130127,-0.41015625,1.697265625,False,True,False,False, Mary| k| mar| mary| j
064/direct/base/0/order0,64,0,L15H25,query_is,intact_corrupted,identity,-7.469154357910156,-7.965248107910156,-15.746498107910156,-17.043373107910156,0.49609375,4.38671875,True,False,False,False, hello| | ;| is| cat
064/direct/base/0/order0,64,0,L15H25,query_is,intact_corrupted,mother_of,-6.3245344161987305,-5.9143781661987305,-10.12922191619873,-11.59797191619873,-0.41015625,1.697265625,False,True,False,False, Mary| k| mar| mary| j
064/direct/base/0/order0,64,0,L15H25,query_is,irrelevant,identity,-7.485281944274902,-8.000906944274902,-15.793875694274902,-17.09856414794922,0.515625,4.412109375,True,False,False,False, hello| is| | ;| cat
064/direct/base/0/order0,64,0,L15H25,query_is,irrelevant,mother_of,-6.330957412719727,-5.922754287719727,-10.143457412719727,-11.620019912719727,-0.408203125,1.7021484375,False,True,False,False, Mary| k| mar| mary| j
064/direct/base/0/order0,64,0,L15H25,query_is,none,identity,-9.7251615524292,-9.2681303024292,-18.682193756103516,-17.869693756103516,-0.45703125,4.250000476837158,False,True,False,False, x| | hello| ;| cat
064/direct/base/0/order0,64,0,L15H25,query_is,none,mother_of,-6.555783748626709,-6.212033748626709,-10.305784225463867,-11.919065475463867,-0.34375,1.703125238418579,False,True,False,False, k| Mary| mary| mar| j
064/direct/base/0/order1,64,1,L17H1,query_is,intact_clean,identity,-6.887187957763672,-7.551250457763672,-16.523906707763672,-16.773906707763672,0.6640625,5.150390625,True,False,False,False, hello| | cat| x| \
064/direct/base/0/order1,64,1,L17H1,query_is,intact_clean,mother_of,-6.364299297332764,-5.969768047332764,-10.196331024169922,-11.700237274169922,-0.39453125,1.718750238418579,False,True,False,False, Mary| k| mar| mary| j
064/direct/base/0/order1,64,1,L17H1,query_is,head_site,identity,-7.3817138671875,-7.3387451171875,-16.5496826171875,-16.7293701171875,-0.04296875,4.5625,False,True,False,False, hello| | cat| x| \
064/direct/base/0/order1,64,1,L17H1,query_is,head_site,mother_of,-6.389829158782959,-5.962094783782959,-10.196470260620117,-11.704282760620117,-0.427734375,1.689453363418579,False,True,False,False, Mary| k| mar| mary| j
064/direct/base/0/order1,64,1,L17H1,query_is,head_span,identity,-7.3817138671875,-7.3387451171875,-16.5496826171875,-16.7293701171875,-0.04296875,4.5625,False,True,False,False, hello| | cat| x| \
064/direct/base/0/order1,64,1,L17H1,query_is,head_span,mother_of,-6.389829158782959,-5.962094783782959,-10.196470260620117,-11.704282760620117,-0.427734375,1.689453363418579,False,True,False,False, Mary| k| mar| mary| j
064/direct/base/0/order1,64,1,L17H1,query_is,intact_corrupted,identity,-7.38696813583374,-7.26587438583374,-16.5119686126709,-16.6760311126709,-0.12109375,4.501953363418579,False,True,False,False, hello| | cat| x| \
064/direct/base/0/order1,64,1,L17H1,query_is,intact_corrupted,mother_of,-6.395692348480225,-5.983582973480225,-10.204286575317383,-11.719911575317383,-0.412109375,1.698242425918579,False,True,False,False, Mary| k| mar| mary| j
064/direct/base/0/order1,64,1,L17H1,query_is,irrelevant,identity,-7.398270130157471,-7.417801380157471,-16.492019653320312,-16.702957153320312,0.01953125,4.556640386581421,True,False,False,False, hello| | cat| x| \
064/direct/base/0/order1,64,1,L17H1,query_is,irrelevant,mother_of,-6.398240566253662,-5.986131191253662,-10.19706916809082,-11.71269416809082,-0.412109375,1.693359613418579,False,True,False,False, Mary| k| mar| mary| j
064/direct/base/0/order1,64,1,L17H1,query_is,none,identity,-9.7251615524292,-9.2681303024292,-18.682193756103516,-17.869693756103516,-0.45703125,4.250000476837158,False,True,False,False, x| | hello| ;| cat
064/direct/base/0/order1,64,1,L17H1,query_is,none,mother_of,-6.555783748626709,-6.212033748626709,-10.305784225463867,-11.919065475463867,-0.34375,1.703125238418579,False,True,False,False, k| Mary| mary| mar| j
064/direct/base/0/order1,64,1,L17H1,query_period,intact_clean,identity,-7.318848609924316,-7.557129859924316,-16.439943313598633,-16.721193313598633,0.23828125,4.679687976837158,True,False,False,False, hello| | cat| x| Hello
064/direct/base/0/order1,64,1,L17H1,query_period,intact_clean,mother_of,-6.380393028259277,-5.968283653259277,-10.202658653259277,-11.675314903259277,-0.412109375,1.705078125,False,True,False,False, Mary| k| mar| mary| j
064/direct/base/0/order1,64,1,L17H1,query_period,head_site,identity,-7.340672492980957,-7.547703742980957,-16.44223403930664,-16.73910903930664,0.20703125,4.654296398162842,True,False,False,False, hello| | cat| x| Hello
064/direct/base/0/order1,64,1,L17H1,query_period,head_site,mother_of,-6.395442485809326,-5.959895610809326,-10.198177337646484,-11.686458587646484,-0.435546875,1.683593988418579,False,True,False,False, Mary| k| mar| mary| j
064/direct/base/0/order1,64,1,L17H1,query_period,head_span,identity,-7.340672492980957,-7.547703742980957,-16.44223403930664,-16.73910903930664,0.20703125,4.654296398162842,True,False,False,False, hello| | cat| x| Hello
064/direct/base/0/order1,64,1,L17H1,query_period,head_span,mother_of,-6.395442485809326,-5.959895610809326,-10.198177337646484,-11.686458587646484,-0.435546875,1.683593988418579,False,True,False,False, Mary| k| mar| mary| j
064/direct/base/0/order1,64,1,L17H1,query_period,intact_corrupted,identity,-7.331064224243164,-7.530282974243164,-16.456064224243164,-16.737314224243164,0.19921875,4.662109375,True,False,False,False, hello| | cat| x| Hello
064/direct/base/0/order1,64,1,L17H1,query_period,intact_corrupted,mother_of,-6.398678302764893,-5.972897052764893,-10.203365325927734,-11.695552825927734,-0.42578125,1.689452886581421,False,True,False,False, Mary| k| mar| mary| j
064/direct/base/0/order1,64,1,L17H1,query_period,irrelevant,identity,-7.10217809677124,-7.46545934677124,-16.0123348236084,-16.5904598236084,0.36328125,4.636718988418579,True,False,False,False, hello| | cat| x| ;
064/direct/base/0/order1,64,1,L17H1,query_period,irrelevant,mother_of,-6.370445728302002,-5.934898853302002,-10.165367126464844,-11.634117126464844,-0.435546875,1.679687261581421,False,True,False,False, Mary| k| mar| mary| j
064/direct/base/0/order1,64,1,L17H1,query_period,none,identity,-9.7251615524292,-9.2681303024292,-18.682193756103516,-17.869693756103516,-0.45703125,4.250000476837158,False,True,False,False, x| | hello| ;| cat
064/direct/base/0/order1,64,1,L17H1,query_period,none,mother_of,-6.555783748626709,-6.212033748626709,-10.305784225463867,-11.919065475463867,-0.34375,1.703125238418579,False,True,False,False, k| Mary| mary| mar| j
